Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary
12/20/2001,22'08,"Zurich, Switzerland",Eagle Air,,,Cessna 560 Citation V,HB-VLV,560-0077,2,2,0,"After reaching a height of 500 ft. the aircraft began to loose altitude until the plane impacted the ground at the end of Runway 34. The crew lost spatial orientation after take-off, leading to an unintentional loss of altitude. The copilot's basitraining in instrument flying did not include night instrument take-offs. The crew's method of working was adversely affected by great time pressure. Executing the take-off as a rolling take-off was not adapted to the prevailing meteorological conditions."
12/26/2001,10:20,"Bremerhaven, Germany",BAL Bremerhaven Airline,,Bremerhaven - Wangerooge,Britten Norman BN-2B Trislander,D-IAAI,2167,9,8,0,"The aircraft crashed into the Weser River shortly after taking off from Bremerhaven Airport. Three persons were pulled from the river, two of whom died shortly thereafter as a result of their injuries."
01/01/2002,18:02,"Hollywood, Florida",Air Taxi - Air Taxi Inc.,-,,Piper PA-31-250,N3525Y,31-7952127,5,5,0,"The pilot declared an emergency and ditched into AtlantiOcean, 300 yards off Dania Beach in 15 feet of water. The pilot's inadequate planning for a Title 14 CFR Part 135 on-demand air taxi flight, and his failure to refuel the airplane, which resulted in fuel exhaustion while en route over the AtlantiOcean, a power off glide, and ditching in the ocean."
01/04/2002,12:07,"Birmingham, England",Agco Corp,,"Birmingham, England - Bangor, MA",Canadair CL-604,N90AG,5414,5,5,0,"After taking off, banked to the left, wing contacted ground, a fire erupted and the aircraft broke up. Failure of the crew to de-ice the wings before takeoff. Possible impairment of crew performance by the combined effects of a non-prescription drug, jet-lag and fatigue were also considered factors."
01/09/2002,,"Shamsi AFB, Pakistan",Military - U.S. Air Force,,Jacobabad - Shamsi,Lockheed Hercules KC-130R,160021,4702,7,7,0,While on approach the aircraft struck a hill a few hundred feet short of runway in poor weather.
01/14/2002,07:28,"Bilbao, Spain",Ibertrans Aérea,1278,Madrid - Bilbao,Embraer EMB-120 Brasilia,EC-GTJ,120-024,3,3,0,"While descending, the cargo plane struck Mount Santa Maria Vieja, 35 km from the airport in fog and poor visibility."
01/15/2002,08:45,"Chilpancingo, Mexico",Procuraduría General de la República,,Mexico City - Chilpancingo,de Havilland DHC-6 Twin Otter 300,XC-FIT,752,17,5,0,"During a landing attempt at Chilpancingo, the aircraft left the runway, struck a concrete perimeter wall, overturned and burned. The government plane belonged to the General Office of the judge advocate."
01/16/2002,16:29,"Near Solo, Indonesia",Garuda Indonesia Airlines,421,Ampenan - Yogyakarta - Jakarta,Boeing B-737-3Q8,PK-GWA,24403/1706,62,1,0,"The aircraft suffered a flame out of both engines in torrential rains while on approach  to Yogyakarta. The crew made an emergency landing in the Bengawan Solo River, in shallow water. The plane circled several times before diving in a steep course towards the river. The plane's left wing struck a river bank before it plunged into the water. A flight attendant drowned in the shallow water when she jumped from the plane."
01/17/2002,11:00,"Near La Bonita, Ecuador",Petroproducción,,Quito - Lago Agrio,Fairchild FH-227E,HC-AYM,511,26,26,0,"The plane crashed into del cerro El Tigre mountain in the jungles of the Amazon at an elevation of 14,700 ft.  The 35 minute flight was transporting oil workers to a remote oil field."
01/19/2002,c: 9:40,"Near Milford Sound, New Zealand",Air Fiordland,-,Te Anau  - Milford Sound,Cessna 207 Skywagon,ZK-SEV,20700204,6,6,0,"The sightseeing plane hit a mountainside at  an elevation of 4,500 ft.,  200 ft. below the summit. The weather was clear at the time of the accident."
01/27/2002,,"Near Luena, Angola",Military - Angolan  Air Force,-,,Antonov AN-12,T-304,A12244,40,5,0,Crashed 2km short of the runway  from the Luena Airport while attempting to land in heavy rain.
01/28/2002,11:00,"Near Ipiales, Colombia",TAME,120,Quito -  Tulcán - Cali,Boeing B-727-134,HC-BLF,19692/498,92,92,0,"The airliner crashed into the fogbound 15,721 ft. Nevado de Cumbal volcano, in the Andes mountains, near the Ecuador / Colombian border. Air trafficontrol lost contact with the plane as it circled into Colombian territory to maneuver around snow capped mountain peaks and return to the Ecuadorian border city of Tulcán."
02/02/2002,17:15,"Ellsworth AFB, South Dakota",Military - U.S. Air Force,,Training,Learjet C-21A,84-0097,35-543,2,2,0,While practicing touch-and-goes the aircraft made  a sharp turn to the left which continued until the aircraft turned over and crashed.
02/12/2002,07:50,"Near Khorramabed, Iran",Iran Air Tours,956,Tehran - Khorramabed,Tupolev TU-154,EP-MBS,91A-871,117,117,0,Crashed against the side of a mountain in heavy fog in the Sefid Kouh mountain range while on approach to Khorramabad. The plane was totally destroyed and scattered in small pieces across the mountain. Pilot error.
02/15/2002,06:08,"Monrovia, Liberia",Tiramavia,,,Antonov 12BP,ER-ADL,4342610,10,1,0,The cargo plane crashed while attempting to make an emergency landing.
02/21/2002,20:44,"Lakhta, Russia",Military - Russian Navy,-,Sanofov - Lakhta,Antonov AN-26,07RED,ZR726001,20,17,0,"The plane was making an emergency landing after two previous attempts in heavy snow and strong winds when it clipped treetops and crashed into a field, approximately 1.5km short of the runway."
02/22/2002,02:30,"Off Dumaguete, Philippines",Military - U.S. Army,-,Basilan - Mactan Island,MH-47 Chinook helicopter,92-0471,M-3719,10,10,0,"A helicopter ferrying U.S. troops in a counter-terrorism exercise, crashed into the sea, 30 minutes before its scheduled arrival at Mactan Island. The helicopter was flying in tandem with another U.S. Army Chinook when it crashed."
03/09/2002,13:40,"Monte Rotondo, Italy",Svedijos Prekés,2801,"Budapest, Hungary - Tunis, Tunisia",Antonov 2TP,LY-AVD,1G137-53,3,3,0,"While en route the cargo plane impacted the side of a mountain at an altitude of 6,167 ft.  Pilot error. The crew did not conform to the VFR that required a track change to maintain the required flight parameters and/or a diversion to a suitable alternate airport."
03/14/2002,16:30,"Near Placetas, Cuba",Charter - Aerotaxi,,Cienfuegos -- Cayo Coco,Antonov AN-2,CU-T1020,,17,17,0,"While en-route, 35 minutes into the flight, the bi-plane crashed near Santa Clara. The plane was seen spinning out of control before it hit the ground. A strong gust of wind, possibly a small tornado, tore off the top part of the left wing."
03/15/2002,2:00,"Alma, Wisconsin",Priorty Air Charter,,Minneapolis - Detroit,Cessna 208B Caravan I Super Cargomaster,N228PA,208B-0049,1,1,0,"After encountering icing, the pilot of the cargo plane decided to divert to the nearest airport but continued to lose altitude until he crashed into trees. The pilot not removing the ice contamination from the airplane prior to departure and the pilot intentionally flying into known severe icing conditions, resulting in the aircraft not being able to maintain altitude/clearance from the terrain. Factors to the accident included the icing conditions and the trees encountered during the forced landing."
03/17/2002,8:02,"Off Djibouti, Republiof Djibouti",Djibouti Airlines,,"Mogadishu, Somalia - Djibouti",Let 410UVP-E,J2-KBC,912537,4,4,0,The cargo plane crashed into the ocean while on approach to Runway 27.
04/01/2002,07:25,"Near Cairns, QLD, Australia",Air Taxi,,Cairns - Hicks Island,Shrike Commander 500S,VH-UJB,3152,4,4,0,"Crashed into low terrain while en route. Why the pilot continued flight into marginal weather conditions at an altitude that was insufficient to ensure terrain clearance, could not be established."
04/12/2002,04:07,"Palma de Mallorca, Spain",Tadair,306,Madrid - Palma de Mallorca,Swearingen SA.227AC Metro III,EC-GKR,AC-620,2,2,0,The cargo plane crashed into lights near the runway threshold while attempting to land on Runway 24L.
04/15/2002,11:23,"Busan, South Korea",Air China,129,Beijing - Busan,Boeing B-767-200ER,B-2552,23308/127,166,128,0,"The aircraft crashed onto a mountain, in fog, wind and rain while attempting to land at Kimhae Airport. A strong southerly wind required the aircraft to make a turn and approach the runway from the north. The aircraft crashed near the peak of Mt. Mulbong, approximately 3 mile north of the runway. The plane bounced three times before hitting the ground and exploding. More than 1,000 trees were uprooted by the impact. The plane was off course when the crew turned on final. Operational errors by the crew. Lack of pilot experience in landing in adverse weather conditions. First Air China fatal accident."
04/18/2002,09:30,"Near Sweers Island, QLD, Australia",Air taxi,,Mornington Island - Normanton,Cessna U206A,VH-XGR,U2060610,6,6,0,Crashed while en route. The pilot's limited experience in instrument flight conditions may have been insufficient to prevent a loss of aircraft control when he inadvertently entered an area of low visibility in the Sweers Island area.
04/19/2002,09:15,"Popayán, Colombia",SELVA Colombia,,Medellín - Popayán,Antonov AN-32A,HK-4171X,2508,8,3,0,"The plane was being used by the Penitentiary and Prison National Institute, Inpec, to fly prisoners from Medellín to Popayán. The aircraft had just finished flying 50 prisoners to Popayán when it took off from Popayán to pick up more prisoners. The aircraft nosed into the ground shortly after becoming airborne."
04/24/2002,13:00,"Near Olancho, Honduras",Private,-,,Cessna 206G,N7344N,T20603622,6,6,0,"The aircraft crashed in the El Urracal mountains, 12 miles from the runway were it took off at El Aguacate Air Force base. The wreckage of the airplane was in a box canyon on the east side of the 45-degree sloping terrain at an elevation of 3,500 feet. Those aboard were surveying the Patruca jungle on a conservation project. Among those killed were three mayors from cities in the region. Observers on the ground reported the plane was on fire before it crashed."
04/28/2002,06:15,"Near Abakan, Russia",Private,,,Mi-8 helicopter,,,20,8,0,"The helicopter struck power lines and crashed in near-zero visibility. Governor of Krasnoyarsk territory, Alexander Lebed, 52, was among those killed. 'Power line, power line!' were the last words of the pilot. Thick fog concealing a frost-covered power line led to the helicopter crash."
05/04/2002,13:30,"Kano, Nigeria",EAS Airlines (Executive Airline Services),4226,Abuja - Jos - Kano - Lagos,BAC One-Eleven 525FT,5N-ESF,266,77,74,75,"The aircraft crashed into houses, two mosques and a school in the densely populated neighborhood of Gwammaja, approximately  1.2 miles from Kano International Airport, shortly after taking off. There were reports of an engine failure and  fire during the takeoff."
05/07/2002,15:17,"Near Tunis, Tunisia",EgyptAir,843,Cairo - Tunis,Boeing B-737-566,SU-GBI,25307/2135,62,14,0,"The jet airliner crashed into a hillside, 4 miles from the Tunis-Carthage airport, as the pilot attempted to make a landing. The plane's landing gear had failed to open during the approach into Tunis-Carthage airport and the pilot had made another circuit before attempting a fresh landing when the plane crashed in heavy rain and high winds. The accident was attributed to the rough weather conditions and the pilot's inability to deal with the situation."
05/07/2002,21:32,"Off Dalian, China",China Northern Airlines,6136,Beijing - Dalian,McDonnell Douglas MD-82,B-2138,49522/17023,112,112,0,"The MD-82 crashed into the Dalian Bay, 12 miles east of Dalian airport. The pilot reported a fire aboard the aircraft and the cabin lights were out prior to the plane impacting the water.  The accident was caused by an act of sabotage by a passenger who lit a fire in the cabin. He had bought multiple insurance policies before boarding the flight."
05/21/2002,19:30,"Near Calabar, Nigeria",Sky Executive Air Services,,Port Harcourt - Calabar,LET 410UVP,9Q-CEX,851402,5,5,0,"The plane crashed approximately 12 miles from Calabar while attempting to land. All passengers departed at Port Harcourt and only a crew of 5 was aboard. The premature departure of the plane from the normal minimum safe altitude of 2,500 ft. without air trafficontroller's clearance until it flew into the terrain. Other contributing factors were the emergence of electrical problem on the aircraft at the commencement of the approach which might have distracted the  pilot  and unfavorable weather conditions of low ceiling and thunderstorms which impaired visibility at the critical time of descent."
05/25/2002,15:29,"Off Penghu Island, Taiwan",China Airlines (Taiwan),611,Taipei - Hong Kong,Boeing B-747-209B,B-18255,21843/386,225,225,0,"The flight crashed into the sea, 31 miles NE of the Penghu (Pescadore) Islands in the Taiwan Strait. The plane disappeared from radar while flying at 35,000 ft. approximately 20 minutes after taking off from Chiang Kai Shek Airport. There was no distress call and the weather was good at the time. Military radar revealed the aircraft  disintegrated in midair, breaking into four pieces. Only 175 of 225 bodies were recovered. The carrier  failed to conduct a preventive anti-rust operation in a timely manner every four years. Damage from a 1980 tailstrike was not properly repaired and fatigue cracks formed, which eventually led to a structural failure."
05/25/2002,,"Near Nabire, Indonesia",Trigana Air Service,,Nabire - Enaotali,de Havilland Canada DHC-6 Twin Otter 300,PK-YPZ,458,6,6,0,The aircraft crashed in thunderstorms and heavy rain while en route.
06/01/2002,06:45,"George, South Africa",Airquarius Aviation - Charter,,Bloemfontein - George,Hawker Siddeley HS-748-372,ZS-OJU,1782,3,3,0,"The private postal service plane crashed into the Outeniqua mountains, near Outeniqua Pass, after a missed approach to George Airport. The aircraft crashed as it circled for another landing attempting poor weather conditions. Former South African cricket captain, Hansie Cronje, 32, the only passenger aboard, was killed along with the crew. Pilot error. The pilot broke with procedure when trying to land the small cargo plane and failed to heed warnings that the aircraft was too near the ground."
06/02/2002,,"Near Ndalatando, Angola",Military - Angolan Armed Forces,,Luanda - demobilization camp,Mi-17,,,25,20,0,The helicopter crashed in poor weather while on its way to a remote town for the symbolisurrender of arms held by Unita rebels. Two top ranking generals were among those killed in the crash.
06/04/2002,,"Oiapoque, Amapa, Brazil",Marco Zero Air Taxi,,,Embraer 721C Sertanejo,PT-EPH,,5,5,0,"The plane tookoff and encountered heavy clouds all along the route.  Wreckage was found 42 miles from Oiapoque, in an Amazon forest. Poor weather conditions."
06/11/2002,09:20,"Winnipeg, Manitoba",Keystone Air Services Ltd. - Air Taxi,,Winnipeg Manitoba,PA- 31-350 Chieftain,C-GPOW,31-7305093,8,1,0,"While on a second approach, the pilot radioed a mayday saying that both his engines had failed.  The aircraft landed at an intersection striking a vehicle. Fuel starvation."
06/12/2002,21:24,"Near Gardez, Afghanistan",Military - U.S. Air Force,,,Lockheed MC-130H Hercules,84-0475,5041,10,3,0,While participating in a night mission to remove U.S. Special Forces troops the plane crashed 2.5 miles from the airstrip. Overloaded. The excessive cargo weight loaded on the aircraft at the Band E Sardeh Dam landing zone.
07/01/2002,23:36,"Uberlingen, Germany",Bashkirian Airlines / DHL Worldwide Express,2927 / 611,Moscow-Munich-Barcelona / Bahrain/Brussels,Tupolev TU-154M / Boeing B-757-23APF,RA85816/A9C-DHL,1006 / 24635/258,71,71,0,"The airliner and cargo plane collided over southern Germany at 35,400 ft. Debris was spread across a 20 mile radius. Fifty-two children on a beach holiday were among the 69 aboard the Tupolev. The Tupolev pilot received contradictory instructions. The collision avoidance warning system (TCAS) told the pilot to ascend followed by an order from the Swiss air trafficontroller to descend one second later. The Russian plane did not immediately respond to the tower's order to descend, so he repeated the command 14 seconds later. Thirty seconds later the two planes collided. The Tupolev's TCAS was telling the pilots to ascend. The Boeing's TCAS was telling the pilots to descend. The Swiss air trafficontroller was telling the Tupolev's pilots to descend. The air trafficontroller that guided the planes had no way of knowing the Russian pilot was receiving contradictory instruction from his cockpit TCAS unless told so by the pilot. Russian aviation officials said the pilot correctly gave precedence to the control tower, but Western aviation experts said pilots are trained to give precedence to the cockpit warning. In addition, the controller was left alone on duty while his partner went on a break and was preoccupied with another aircraft. This was accepted policy at Skyguide, the Swiss air control company. In addition, maintenance crews, working on the computer system, limited the controller's information he was receiving including conflict alert warnings. Sadly, one-and-a-half years later, the controller, Peter Nielsen, was stabbed to death by a Russian man who had lost his wife and two children in the accident."
07/04/2002,12:30,"San Dimas, California",Private,-,,Cessna 310,N8145M,310I0145,2,2,2,"The aircraft lost power while taking off from Bracket Airport and crashed into picnickers on the shoreline of Puddingstone Lake in Bonelli Park. The plane was observed in a left bank, traveling approximately 30 feet above and parallel to the shoreline, before impacting two trees in a picniarea. Witnesses reported that they did not hear the engines running. The pilot made 3 consecutive mayday calls during the initial climb-out from runway 26L, however, the pilot did not indicate the nature of the emergency.  Two children on the ground were killed. Fifteen others were injured. The pilot's failure to maintain adequate airspeed which resulted in an inadvertent stall, and subsequent collision with terrain. A contributing factor was the pilot's impairment from the effects of prescription painkilling drugs."
07/04/2002,11:15,"Bangui, Central African Republic",Prestige Airlines (Cargo) Charter,,"N'Djamena, Chad - Brazzaville, Congo",Boeing B-707-123B,9XR-IS,19335,27,25,0,The aircraft crashed 2 miles short of the runway into the Guitangola neighborhood of Bangui. The plane was bound for Brazzaville but diverted to Bangui because of mechanical problems. Two survived but succumbed to their injuries.
07/12/2002,11:45,"Port Alsworth, Alaska","Air Taxi - Bigfoot Air of Alaska, LLC",,"Lake Hood, AK - Iliamna, AK",de Havilland DHC-2,N3129F,903,4,4,0,"The commercial pilot of the float-equipped airplane was transporting passengers to a lodge at a remote lake. When the airplane did not arrive at the lake, a search was initiated, and two days later the wreckage of the airplane was located on the side of a box canyon about the 2,400 foot elevation level. The pilot's failure to maintain clearance from terrain while maneuvering inside a box/blind canyon, resulting in an in-flight collision with terrain. A factor contributing to the accident was the box/blind canyon."
07/16/2002,,"Near Long Barai, Indonesia",Sabang Merauke Raya Air Charter,,Tarakan - Krayan,Britten-Norman BN-2A Islander,PK-TAR,860,10,10,0,"Air trafficontrol lost contact with the aircraft 15 minutes before it was scheduled to land. The wreckage was found atop a 5,300 ft. mountain, surrounded by thick jungle, 5 miles from its destination."
07/16/2002,19:45,"Off Cromer, Norfork, England",Bristow Helicopters,-,Gas platform Clipper - drilling rig Golbal Sante Fe Monach,Sikorsky S-76A,G-BJVX,760100,11,11,0,"The helicopter was ferrying workers from a gas rig to a oil platform in the North Sea when it crashed into the water at high speed, 28 miles northeast of Cromer. The helicopter was at a height of 320 ft. flying in a south-easterly heading when one of the rotor blades failed.  The accident was caused by a broken rotor blade, caused by fatigue, brought about by a lightning strike three years earlier."
07/17/2002,14:22,"Surkhet, Nepal",Skyline Airways,,Jumla - Surkhet,de Havilland Canada DHC-6 Twin Otter 300,9N-AGF,828,4,4,0,"The aircraft hit a tree and crashed into a hill, 6 miles north of Surkhet in poor weather conditions. Wreckage was strewn over a wide area."
07/27/2002,12:45,"Lviv, Ukraine",Military - Ukraine Air Force,,,Sukhoi Su-27,42,,2,0,85,The Su-76 was performing aerobatics when it crashed into crowd of spectators at an air show at Skniliv Airport in the Ukraine. The aircraft had just performed a steep turn when it appeared to tumble and enter a steep dive from which it failed to recover. The two pilots parachuted to safety.  Pilot error. The pilots ignored their flight plans and performed untried and complicated maneuvers which led to a loss of control. Both received a jail sentence of 14 years.
07/28/2002,15:25,"Moscow, Russia",Pulkovo Aviation Enterprise,,Moscow - St. Petersburgh,Iluyshin Il-86,RA-86060,51483203027,16,14,0,"A Russian passenger airliner on a training flight crashed shortly after takeoff from Moscow's Sheremetyevo Airport. After reaching an altitude of about 600 ft., the plane banked hard left, hit the ground and exploded. Sixteen of 18 crewmembers aboard were killed. Two flight attendants survived. Investigation revealed that the stabilizer spontaneously shifted to the full down position two seconds after takeoff. Six seconds after the shift, the captain tried to compensate by thrusting the control stick forward as far as possible, but was unable to regain control of the aircraft."
08/07/2002,22:00,"Caguas, Puerto Rico",Military - U.S. Air Force,-,Roosevelt Roads NS - Borinquen NGB,Lockheed MC-130H Hercules,90-0161,5265,10,10,0,"The military plane crashed into a mountain top, approximately 10 miles south of San Juan, Puerto Rico, in rough terrain, while performing low-level training exercises. Witnesses reported the aircraft was flying low and hit some trees before crashing into a ravine, bursting into flames and disintegrating. There was rain and fog at the time of the accident."
08/15/2002,12:35,"Kadjuduwa Watta, Sri Lanka",Military - Sri Lanka Air Force,,,Yunshuji Y-8D,CR-873,070802,5,5,0,"The military plane developed engine trouble while en route, tried to return to the airport but crashed into a paddy field and was destroyed."
08/19/2002,,"Khankala, Chechnya",Military - Russian Air Force,,,Mil Mi-26,89RED,,147,121,0,"The Russian transport helicopter, carrying troops, crashed at Russian military headquarter near the capital city of Grozny. Reporting an engine fire, the pilot attempted to make an emergency landing when the helicopter fell from a height of 660 feet and missed the tarmaby 990 feet, crashed and caught fire.  The helicopter was shot down by Chechen guerillas with a shoulder-launched heat-seeking anti-aircraft missile. The missile destroyed the helicopter's right engine and starting a fire on board. The left engine stopped at the same time. The entire hydraulicontrol system, including the system used to open the rear door was not working, as burning fuel gushed into the cabin trapping people inside. This is the worst helicopter disaster in aviation history."
08/22/2002,09:41,"Pokhara, Nepal",Shangri La Air,,Jomsom - Pokhara,de Havilland Canada DHC-6-300 Twin Otter,9N-AFR,726,18,18,0,The plane crashed into a hill 3 miles southeast of Pokhara Airport while on approach. The plane broke into several pieces and bodies and wreckage was scattered over a small area. There was poor weather in the area at the time of the accident.
08/29/2002,11:58,"Near Ayan, Russia",Vostok Aviakompania,,Khabarovsk - Ayan,Antonov AN-28,RA-28932,1A-J008-19,16,16,0,The twin prop plane crashed into a cliff in dense fog as it prepared to land at Ayan. ATC lost contact with the aircraft 12 minutes before it was scheduled to land.  The crew made four attempts to land before disappearing off radar.
08/30/2002,13:08,"Lexington, Kentucky",Care Flight International,,"Marco, Fl - Lexington, KY",Learjet 25C,N45CP,25-073,5,1,0,"While attempting to land the air ambulance, the thrust reverser deployed lights did not illuminate, so the captain stowed the thrust reverse levers and activated them again with the same result. The captain then released and reapplied the brakes with no effect. The airplane then overran the runway and the right wing struck the ILS antennas and lighting. The plane came to rest and burst into flames. The captain's addition of forward thrust during the landing rollout, which resulted in a lack of braking effectiveness and a subsequent runway overrun. A factor was the captain's inability to deploy the thrust reversers for undetermined reasons."
08/30/2002,18:30,"Rio Branco, Brazil",Rico Taxi Aéreo,,Cruzeiro do Sul - Tarauaca - Rio Branco,Embraer 120ER Brasilia,PT-WRQ,120043,31,23,0,The plane crashed about 1 mile short of the runway in heavy rain and strong winds while attempting to land at Rio Branco Airport. Congressman Ildefonso Cordeiro was among the victims.
09/02/2002,,"Near Xichang, China",CAAC Air TraffiManagement Bureau,,Survey,Cessna 650 Citation VI,B-7023,650-0221,3,3,0,"The survey flight to check out the ILS on Runway 36 the plane circled for another approach and collided with a slope of a mountain at an altitude off 2,500 meters which was shrouded in clouds."
09/04/2002,09:00,"High Prarie, Alberta, Canada",Airco Charters - Air Taxi,,"Edmond, Alberta - High Prarie, Alberta",PA-34-220T Seneca III,C-FRKZ,34-8233048,2,2,0,"Crashed into a densly wooded area 7nm from its destination. For undetermined reasons, the aircraft descended below the minimum safe altitude as prescribed on the NDB 25 approach for High Prairie and struck the terrain."
09/13/2002,13:41,"Pucallpa, Peru",Aero Pantanal - Air Taxi,,,Cessna U206G,OB-1226,CU20606136,6,6,0,"Shortly after taking off, the pilot radioed a distress call saying he was losing altitude and was returning to the airport. Shortly thereafter, the plane crashed in a wooded area."
09/14/2002,,"Paranapanema, Sao Paulo, Brazil",Total  Air Lines,,Guarulhos - Londrina,ATR 42-300,PT-MTS,026,2,2,0,"One hour after the takeoff , the the plane  disappeared of  Curitiba  ATC. The wreckage was found on a farm, around a crater. Unknown cause."
09/28/2002,11:35,"Near Natashquan, Quebec, Canada",Deraps Aviation,,Lake de l'Avion - Agunish River,de Havilland Canada DHC-3 Otter,C-FLGA,279,4,3,0,"The hunting charter crashed inverted in a forest while attempting to land at Agunish River. Because of the geographiand weather conditions, the pilot probably had trouble judging his horizontal and vertical distance with respect to the mountain, and the aircraft crashed."
10/01/2002,,"Vasco, India",Military - Indian Navy,,Military exercises,Ilyushin IL-38 / Ilyushin IL-38,IN302 / IN304,IL38002/IL38004,12,12,5,"The two Navy aircraft flying in formation in a military flyby, crashed, after their wings collided. One plane crashed into a house under construction while the other crashed onto a field next to a highway. Six crew members on each plane were killed along with 5 on the ground."
10/07/2002,09:10,"Santa Cruz do Sul, Brazil",American Virginia,,,Learjet 60,N5027Q,60-242,5,1,0,"The crew was not able to stop the plane on the rain-slick runway, overran the runway and collided with an obstacle."
10/23/2002,19:45,"Spanish Fort, Alabama",Mid-AtlantiFreight,282,Mobile - Mongomery,Cessna 208B Cargomaster I,N76U,208B-0775,1,1,0,"While en route the pilot of the cargo plane radioed was in an uncontrolled descent. The plane impacted the water in Big Bateau Bay. The pilot's spatial disorientation, which resulted in loss of airplane control. Contributing to the accident was the night instrument meteorological conditions with variable cloud layers"
10/25/2002,10:22,"Eveleth, Minnesota",Aviation Charter - Air Taxi,-,St. Paul - Eveleth,Beechcraft King Air A100,N41BE,B-245,8,8,0,"The private charter flight crashed and burned in a wooded area 2 miles from Eveleth-Virginia Municipal Airport where it was scheduled to land. Weather was visibility 2 miles in freezing rain. Light snow and light fog. Minnesota Senator Paul Wellstone, 58, killed, along with his wife, daughter, three staff members and a crew of two. During the later stages of the approach, the flight crew failed to monitor the airplane's airspeed and allowed it to decrease to a dangerously low level and to remain below the recommended approach airspeed for about 50 seconds. The flight crew failed to recognize that a stall was imminent and allowed the airplane to enter a stall from which they did not recover. The  inadequate  airspeed  or  the  full  course deviation indicator needle deflection should have prompted the flight crew to execute a go-around; however, they failed to do so."
11/06/2002,10:10,"Near Niederanven, Luxembourg",Luxair,9642/2420,"Berlin, Germany - Luxembourg",Fokker 50,LX-LGB,20221,22,20,0,The plane crashed 6 miles short of the runway at Findel Airport while attempting to land in heavy fog.  Indications are that the aircraft lost all power in both engines before crashing and catching fire.
11/07/2002,10:27,"Tarakan, Indonesia",Dirgantara Air Services,,Tarakan - Long Bawan,Britten-Norman BN-2A-21,PK-VIZ,697,10,7,0,"Two minutes after taking off, the aircraft went down in a swamp, about 1 mile from Juwata airport. The pilot radioed he was returning to the airport because of an engine failure."
11/08/2002,14:58,"Taos, New Mexico",Richmor Aviation,,"Las Vegas, NV - Taos, NM",IAI 1124A Westwind,N61RS,384,2,2,0,"While on a positioning flight the plane entered an uncontrolled descent and crashed. The pilot's inadvertent flight into mountain wave weather conditions while IMC, resulting in a loss of aircraft control."
11/11/2002,06:09,"Manila, Philippines",Laoag International Airlines,585,Manila - Laoag,Fokker F27 Friendship 100,RP-C6888,10571,34,19,0,The plane experienced failure of the left engine shortly after taking off from Ninoy Aquino airport. The pilot declared and emergency and the aircraft ditched into Manila Bay and breaking up about one-half mile offshore. Fuel starvation. Failure of the pilot and co-pilot to check the fuel valve and failure to observe safety standards and measures.  Poor management and maintenance procedures.
11/28/2002,14:15,"Masai Mara Game Reserve, Kenya",Eagle Aviation,-,Ol Kiombo - Mombasa,Let 410UVP-E20,5Y-ONT,871812,20,1,0,The plane crashed after developing engine trouble while flying from one airstrip to another in the Masai Mara National Reserve. The copilot was the only fatality.
12/09/2002,11:41,"Mena, Arkansas",Raytheon Aircraft,,"Wichita, KS - Mena, AR",Beechcraft 1900C,N127YV,1990,3,3,0,Crashed into a mountain while attempting to land. In-flight collision with terrain due to the pilot's failure to maintain clearance and altitude above rapidly rising terrain while on a VFR approach. Contributing factors were the obscuration of the terrain due to clouds.
12/13/2002,,"Gohu Airstrip, Papua New Guinea",Island Airways Ltd.,,Gohu - Madang,Britten-Norman BN-2A-26 Islander,P2-CBB,140,8,8,0,The aircraft flew into the side of a cliff during it's inaugural flight from Gohu Airstrip in the Finisterre Mountains.
11/15/2003,18:30,"Mosul, Iraq",Military - U.S. Army,,,UH-60 Black Hawk / UH-60 Black Hawk, / ,,22,17,0,A midair collision occurred between two Black Hawk helicopters. One helicopter was climbing to avoid gunfire when it's rotor struck the other.
12/17/2002,22:51,"Rockford, Illinois",Planemasters,1627,Decatur - Rockford,Cessna 208B Caravan I Super Cargomaster,N277PM,208B-0143,1,1,0,"While attempting to land, the cargo plane struck trees and crashed into a field. The pilot's failure to maintain control of the airplane during the ILS approach. Factors associated with the accident were the low ceilings, high winds, crosswind, and wind shear conditions that existed."
12/21/2002,01:52,"Off Pachao Tao, Taiwan",Transasia Airways,,Taipei - Macau,Aérospatiale/Aeritalia ATR-72-202,B-22708,322,2,2,0,"While en route the stall warning sounded, the crew of the cargo plane disconnected the autopilot and the plane began to descend until it impacted the ocean."
12/23/2002,19:30,"Near Isfanan, Iran",Aeromist-Kharkiv,2137,"Kharkiv, Ukraine - Trabzon, Turkey - Isfanan, Iran",Antonov AN-140,UR-14003,0204,44,44,0,"The Ukrainian passenger plane,  crashed in a mountainous area  70 km from Isfanan, after losing contact with ground controllers as it prepared to land. Improper use of the Global Positioning System by the pilot."
12/25/2002,01:00,"Off Manteo, North Carolina",Telford Aviation,,Elizabeth City - Manteo,Cessna 208B Caravan I,N1122Y,208B-0392,1,1,0,"On a positioning flight, while on approach, the plane crashed into Croatan Sound. The pilot's continued descent below the minimum descent altitude, for undetermined reasons, while performing a NDB approach, resulting in the airplane crashing into water 1.5 miles from the airport. A factor in the accident was a cloud ceiling below the minimum descent altitude and low visibility."
